date,exit_page_path,page_depth,exits,exit_rate,avg_session_duration
2019-10-03,/about,6,1,100,0
2019-10-03,/for-employers,1,1,20,914
2019-10-03,/blog,11,6,100,0
2019-10-03,/courses,2,13,100,0
2019-10-03,/edinburgh,3,2,50,14
2019-10-03,/about,5,2,20,396
2019-10-03,/blog,4,1,100,0
2019-10-03,/courses,6,4,100,0
2019-10-03,/about,8,1,25,89
2019-10-03,/for-employers,3,1,14.285714285714285,3684
2019-10-03,/courses,10,3,100,0
2019-10-03,/blog,2,1,100,0
2019-10-03,/courses,1,3,20,152
2019-10-03,/blog,11,8,100,0
2019-10-03,/about,16,29,100,0
2019-10-03,/about,2,8,100,0
2019-10-03,/courses,4,1,20,1352
2019-10-03,//da-announcement,6,1,20,61
2019-10-03,/events,1,1,100,0
2019-10-03,/courses,2,1,14.285714285714285,101
2019-10-03,/courses,3,5,33.33333333333333,440.4
2019-10-03,/blog,4,1,50,15
2019-10-03,/courses,6,9,100,0
2019-10-03,/courses,7,1,16.666666666666664,647
2019-10-03,/blog,12,1,100,0
2019-10-03,/events,1,1,16.666666666666664,89
2019-10-03,/courses,2,1,14.285714285714285,178
2019-10-03,/courses,7,1,100,0
2019-10-03,/courses,1,2,20,373.5
2019-10-03,//da-announcement,3,3,50,15
2019-10-03,/courses,4,1,50,6
2019-10-03,/courses,1,1,20,93
2019-10-03,/blog,25,1,100,0
2019-10-03,/blog,3,2,100,0
2019-10-03,/courses,7,1,16.666666666666664,107
2019-10-03,/about,1,1,50,6
2019-10-03,/courses,2,2,50,17
2019-10-03,/courses,5,1,9.090909090909092,2339
2019-10-03,/for-employers,1,1,100,0
2019-10-03,/courses,11,1,9.090909090909092,370
2019-10-03,/events,18,1,3.8461538461538463,2098
2019-10-03,/courses,2,3,33.33333333333333,28.666666666666668
2019-10-03,/courses,3,2,100,0
2019-10-03,/courses,4,1,33.33333333333333,17
2019-10-03,/courses,6,1,11.11111111111111,261
2019-10-03,/courses,8,1,100,0
2019-10-03,/events,1,3,100,0
2019-10-03,/blog,1,1,100,0
2019-10-03,/edinburgh,1,1,25,1410
2019-10-03,/courses,1,1,25,80
2019-10-03,/courses,1,1,100,0
2019-10-03,/pre-course-work,1,1,33.33333333333333,1449
2019-10-03,/courses,1,1,9.090909090909092,1740
2019-10-03,//da-announcement,1,1,8.333333333333332,2063
2019-10-03,/blog,1,1,50,27
2019-10-03,/courses,1,1,11.11111111111111,149
2019-10-03,/courses,1,2,25,129
2019-10-03,/courses,1,1,11.11111111111111,716
2019-10-03,/courses,1,4,20,287.6666666666667
2019-10-03,/blog,1,4,100,0
2019-10-03,/courses,1,15,100,0
2019-10-03,/events,1,2,14.285714285714285,409.25
2019-10-03,//da-announcement,1,5,100,0
2019-10-03,/courses,1,2,33.33333333333333,137
2019-10-03,/admissions-track,4,1,33.33333333333333,1178
2019-10-03,/courses,2,1,25,311
2019-10-03,/events,3,8,100,0
2019-10-03,//da-announcement,4,1,25,362
2019-10-03,/courses,1,1,20,26
2019-10-03,/events,1,1,33.33333333333333,85
2019-10-03,/for-employers,8,1,9.090909090909092,358
2019-10-03,/courses,2,1,25,686
2019-10-03,/courses,3,1,16.666666666666664,65
2019-10-03,/black-friday-lottery,1,2,50,319.6666666666667
2019-10-03,/courses,1,9,100,0
2019-10-03,//da-announcement,1,1,25,82
2019-10-03,/about,3,1,33.33333333333333,270
2019-10-03,/about,4,1,100,0
2019-10-03,/about,5,2,50,19
2019-10-03,/courses,1,1,10,855
2019-10-03,/courses,3,1,25,67
2019-10-03,/glasgow,6,2,100,0
2019-10-03,/blog,1,6,100,0
2019-10-03,/for-employers,5,1,16.666666666666664,295
2019-10-03,/courses,8,2,20,152
2019-10-03,/about,2,1,16.666666666666664,1289
2019-10-03,/blog,5,1,100,0
2019-10-03,/about,4,7,100,0
2019-10-03,/courses,3,1,100,0
2019-10-03,/courses,5,1,100,0
2019-10-03,/blog,2,1,50,13
2019-10-03,/courses,8,1,100,0
2019-10-03,//da-announcement,1,2,100,0
2019-10-03,/courses,2,2,50,25
2019-10-03,/about,3,1,33.33333333333333,143
2019-10-03,/for-employers,13,1,100,0
2019-10-03,//da-announcement,5,7,50,49.5
2019-10-03,/blog,1,1,50,9
2019-10-03,/pre-course-work,1,2,50,189
2019-10-03,/blog,5,1,7.6923076923076925,2245
2019-10-03,/courses,4,1,25,198
2019-10-04,/courses,1,1,50,18
2019-10-04,/courses,2,1,100,0
2019-10-04,/courses,4,1,16.666666666666664,202
2019-10-04,//da-announcement,5,5,33.33333333333333,118.6
2019-10-04,/courses,6,1,25,109
2019-10-04,/courses,7,1,100,0
2019-10-04,/courses,1,6,100,0
2019-10-04,/blog,2,1,100,0
2019-10-04,/blog,5,1,100,0
2019-10-04,/courses,2,4,33.33333333333333,43.75
2019-10-04,/pre-course-work,1,22,100,0
2019-10-04,/courses,2,1,100,0
2019-10-04,/courses,1,1,50,23
2019-10-04,/blog,2,1,50,6
2019-10-04,/courses,3,1,20,639
2019-10-04,/courses,8,1,100,0
2019-10-04,/courses,1,1,33.33333333333333,53
2019-10-04,/about,1,1,14.285714285714285,804
2019-10-04,/courses,2,1,33.33333333333333,497
2019-10-04,/courses,1,2,50,13.5
2019-10-04,/blog,3,1,100,0
2019-10-04,/about,1,1,50,102
2019-10-04,/about,13,3,50,29.666666666666668
2019-10-04,/courses,2,1,50,14
2019-10-04,//da-announcement,9,1,50,30
2019-10-04,/courses,1,2,33.33333333333333,44
2019-10-04,/blog,10,1,50,33
2019-10-04,/about,7,1,50,42
2019-10-04,/about,1,1,12.5,406
2019-10-04,/courses,1,1,16.666666666666664,1110
2019-10-04,/admissions-track,9,3,100,0
2019-10-04,/courses,1,2,50,19
2019-10-04,/about,1,1,33.33333333333333,293
2019-10-04,/courses,2,4,100,0
2019-10-04,/edinburgh,2,1,100,0
2019-10-04,/edinburgh,1,1,20,81
2019-10-04,/courses,4,1,8.333333333333332,248
2019-10-04,/courses,5,1,14.285714285714285,513
2019-10-04,/blog,8,1,50,74
2019-10-04,/about,1,1,100,0
2019-10-04,//da-announcement,11,1,33.33333333333333,1460
2019-10-04,/courses,2,1,100,0
2019-10-04,/courses,3,2,20,258.5
2019-10-04,/courses,4,1,6.666666666666667,391
2019-10-04,/courses,7,3,100,0
2019-10-04,//da-announcement,1,2,50,99
2019-10-04,/courses,1,1,25,234
2019-10-04,/blog,2,1,50,2
2019-10-04,/blog,2,1,100,0
2019-10-04,/courses,3,2,100,0
2019-10-04,/admissions-track,4,6,100,0
2019-10-04,/courses,2,6,100,0
2019-10-04,/pre-course-work,2,1,14.285714285714285,1486
2019-10-04,//da-announcement,6,1,10,274
2019-10-04,/courses,7,4,20,178.25
2019-10-04,/blog,1,3,100,0
2019-10-04,/courses,10,1,25,99
2019-10-04,/about,3,1,25,379
2019-10-04,/events,4,3,33.33333333333333,43.666666666666664
2019-10-04,/courses,7,6,50,127.5
2019-10-04,/blog,4,1,100,0
2019-10-04,/about,1,1,25,198
2019-10-04,/courses,8,1,100,0
2019-10-04,/blog,1,1,9.090909090909092,1746
2019-10-04,/admissions-track,10,1,100,0
2019-10-04,/courses,14,3,33.33333333333333,78.33333333333333
2019-10-04,/for-employers,19,1,11.11111111111111,323
2019-10-04,/courses,2,1,10,198
2019-10-04,/glasgow,21,1,100,0
2019-10-04,/courses,3,1,50,63
2019-10-04,/for-employers,4,1,12.5,2246
2019-10-04,/courses,6,1,16.666666666666664,90
2019-10-04,/courses,8,5,33.33333333333333,178
2019-10-04,/courses,1,1,33.33333333333333,92
2019-10-04,/about,5,3,50,15
2019-10-04,/about,1,1,100,0
2019-10-04,/courses,2,1,16.666666666666664,14
2019-10-04,/admissions-track,4,1,50,175
2019-10-04,/courses,5,1,25,36
2019-10-04,/courses,1,1,14.285714285714285,235
2019-10-04,/courses,2,4,33.33333333333333,35.25
2019-10-04,/courses,3,1,16.666666666666664,245
2019-10-04,/courses,5,2,50,32.5
2019-10-04,/courses,8,1,33.33333333333333,20
2019-10-04,/blog,1,2,100,0
2019-10-04,//da-announcement,12,20,100,0
2019-10-04,//da-announcement,2,1,100,0
2019-10-04,/glasgow,3,2,100,0
2019-10-04,/courses,6,1,16.666666666666664,208
2019-10-04,/admissions-track,8,1,20,2761
2019-10-04,/courses,2,2,33.33333333333333,88
2019-10-04,/courses,6,1,25,882
2019-10-04,/blog,1,1,12.5,278
2019-10-04,/courses,3,6,100,0
2019-10-04,/about,8,1,33.33333333333333,148
2019-10-04,/courses,1,1,33.33333333333333,150
2019-10-04,/events,2,1,100,0
2019-10-04,/blog,20,1,100,0
2019-10-04,//da-announcement,3,2,50,36
2019-10-04,/events,4,2,33.33333333333333,52.5
2019-10-04,/courses,1,1,33.33333333333333,46
2019-10-04,/courses,1,3,33.33333333333333,171
2019-10-04,/about,3,2,33.33333333333333,44.5
2019-10-04,/courses,5,1,5.88235294117647,958
2019-10-04,/courses,1,1,50,352
2019-10-04,/courses,3,2,50,31.5
2019-10-04,/courses,4,1,14.285714285714285,358
2019-10-04,/about,5,34,100,0
2019-10-04,/courses,1,1,100,0
2019-10-04,/blog,1,1,100,0
2019-10-04,/courses,1,1,25,75
2019-10-04,/events,1,1,8.333333333333332,211
2019-10-04,/edinburgh,7,1,14.285714285714285,275
2019-10-04,/courses,1,2,20,123
2019-10-04,/courses,1,1,8.333333333333332,374
2019-10-04,/events,1,2,100,0
2019-10-04,/courses,1,1,9.090909090909092,758
2019-10-04,/courses,1,4,100,0
2019-10-04,/blog,1,1,100,0
2019-10-04,//da-announcement,1,7,50,118
2019-10-04,/about,1,2,50,23.5
2019-10-04,/courses,2,1,7.142857142857142,931
2019-10-04,/for-employers,3,1,9.090909090909092,329
2019-10-04,/events,17,2,100,0
2019-10-04,/blog,4,1,100,0
2019-10-04,/blog,5,1,100,0
2019-10-04,/about,7,1,16.666666666666664,139
2019-10-04,/courses,4,9,50,27.666666666666668
2019-10-04,/glasgow,1,1,20,45
2019-10-04,/about,7,1,12.5,42
2019-10-04,/courses,4,1,25,1013
2019-10-04,/courses,9,2,100,0
2019-10-04,/glasgow,20,3,100,0
2019-10-04,/pre-course-work,28,7,100,0
2019-10-04,/events,8,1,16.666666666666664,118
2019-10-04,/store,2,1,100,0
2019-10-04,/courses,1,3,16.666666666666664,223.66666666666666
2019-10-04,/courses,2,1,33.33333333333333,48
2019-10-04,/courses,2,1,16.666666666666664,235
2019-10-04,//da-announcement,3,2,100,0
2019-10-04,/digital-careers,4,1,8.333333333333332,320
2019-10-04,/courses,2,1,33.33333333333333,35
2019-10-04,//da-announcement,3,1,100,0
2019-10-04,/blog,6,1,25,49
2019-10-04,/blog,1,5,100,0
2019-10-04,//da-announcement,2,1,6.666666666666667,193
2019-10-04,/courses,3,4,33.33333333333333,421
2019-10-04,/blog,5,1,100,0
2019-10-04,/courses,7,2,50,25
2019-10-04,/pre-course-work,6,1,25,1093
2019-10-04,/courses,3,3,25,136.66666666666666
2019-10-04,/courses,1,5,100,0
2019-10-04,/about,2,6,50,13.666666666666666
2019-10-04,/courses,8,1,25,55
2019-10-04,/courses,17,8,50,54.75
2019-10-04,/courses,1,1,7.6923076923076925,418
2019-10-04,//da-announcement,1,1,20,889
2019-10-04,/courses,2,2,50,74
2019-10-04,/courses,3,1,20,186
2019-10-04,/courses,5,2,50,27.5
2019-10-04,/courses,8,5,100,0
2019-10-04,/blog,4,2,100,0
2019-10-04,/courses,6,1,100,0
2019-10-04,/courses,1,5,100,0
2019-10-04,/courses,11,1,33.33333333333333,15
2019-10-04,/digital-careers,6,2,100,0
2019-10-04,/black-friday-lottery,7,1,100,0
2019-10-05,/edinburgh,1,2,100,0
2019-10-05,/courses,2,2,50,398.5
2019-10-05,/blog,3,1,100,0
2019-10-05,/about,4,1,33.33333333333333,73
2019-10-05,/courses,5,4,100,0
2019-10-05,/blog,8,1,100,0
2019-10-05,/events,3,1,16.666666666666664,618
2019-10-05,/blog,1,1,50,170
2019-10-05,//da-announcement,2,1,100,0
2019-10-05,//da-announcement,1,1,25,35
2019-10-05,/courses,1,1,50,259
2019-10-05,/courses,10,1,50,24
2019-10-05,/courses,2,3,50,13.666666666666666
2019-10-05,/courses,3,1,100,0
2019-10-05,/courses,1,1,16.666666666666664,104
2019-10-05,/courses,4,1,7.6923076923076925,723
2019-10-05,/courses,6,3,33.33333333333333,46.666666666666664
2019-10-05,/events,1,2,25,105.5
2019-10-05,/blog,1,6,100,0
2019-10-05,/courses,1,2,50,27
2019-10-05,/about,1,2,33.33333333333333,75.66666666666667
2019-10-05,/about,1,1,100,0
2019-10-05,/courses,1,1,16.666666666666664,173
2019-10-05,/courses,1,1,50,74
2019-10-05,/blog,2,1,100,0
2019-10-05,/courses,5,2,25,60.5
2019-10-05,/courses,1,1,8.333333333333332,258
2019-10-05,/courses,1,1,11.11111111111111,1460
2019-10-05,/events,1,1,10,1284
2019-10-05,/courses,1,1,50,1127
2019-10-05,/courses,1,2,20,501.5
2019-10-05,/courses,17,1,16.666666666666664,174
2019-10-05,/courses,3,1,9.090909090909092,264
2019-10-05,/events,2,1,50,4
2019-10-05,/about,3,1,25,98
2019-10-05,/about,8,2,100,0
2019-10-05,//da-announcement,1,1,10,410
2019-10-05,//da-announcement,1,1,33.33333333333333,29
2019-10-05,/for-employers,2,1,100,0
2019-10-05,/admissions-track,6,2,33.33333333333333,68.5
2019-10-05,/courses,2,1,20,400
2019-10-05,/events,4,8,100,16
2019-10-05,/about,1,3,100,0
2019-10-05,/courses,2,1,50,108
2019-10-05,/courses,1,5,100,0
2019-10-05,/store,1,1,100,0
2019-10-05,/about,11,1,50,17
2019-10-05,//da-announcement,2,30,100,0
2019-10-05,/courses,1,1,12.5,154
2019-10-05,/events,6,1,33.33333333333333,112
2019-10-05,/courses,2,2,100,0
2019-10-05,/courses,3,2,50,52.5
2019-10-05,/courses,4,1,100,0
2019-10-05,/about,1,1,100,0
2019-10-05,/courses,4,4,20,434.5
2019-10-05,/courses,12,1,50,9
2019-10-05,/courses,1,1,25,99
2019-10-05,/courses,1,1,50,13
2019-10-05,/courses,9,2,100,0
2019-10-05,/store,2,1,100,0
2019-10-05,/pre-course-work,1,1,14.285714285714285,18
2019-10-05,/blog,7,1,25,184
2019-10-05,/courses,1,1,100,0
2019-10-05,/glasgow,3,1,10,113
2019-10-05,/blog,4,1,100,0
2019-10-05,/courses,5,1,100,0
2019-10-05,/courses,6,1,11.11111111111111,485
2019-10-05,/courses,7,1,25,35
2019-10-05,/digital-careers,1,3,100,0
2019-10-05,/for-employers,1,1,50,94
2019-10-05,/about,1,1,50,16
2019-10-05,/courses,2,1,9.090909090909092,3686
2019-10-05,/edinburgh,1,2,50,32
2019-10-05,/courses,1,7,100,0
2019-10-05,/blog,1,1,100,0
2019-10-05,/events,3,1,33.33333333333333,115
2019-10-05,//da-announcement,1,2,20,230
2019-10-05,//da-announcement,1,1,100,0
2019-10-05,/glasgow,1,2,100,0
2019-10-05,/about,1,1,33.33333333333333,61
2019-10-05,//da-announcement,1,2,16.666666666666664,369
2019-10-05,/courses,1,1,16.666666666666664,1267
2019-10-05,/courses,1,1,33.33333333333333,59
2019-10-05,/courses,1,1,50,375
2019-10-05,/blog,1,3,100,0
2019-10-05,/courses,1,1,14.285714285714285,1463
2019-10-05,/events,2,3,20,408
2019-10-05,//da-announcement,3,1,33.33333333333333,79
2019-10-05,//da-announcement,7,1,100,0
2019-10-05,/courses,5,2,50,77
2019-10-05,/black-friday-lottery,8,1,8.333333333333332,138
2019-10-05,/blog,1,1,25,707
2019-10-05,/courses,2,1,50,27
2019-10-05,/courses,3,2,20,152
2019-10-05,/courses,1,4,50,464.75
2019-10-05,/about,3,1,33.33333333333333,22
2019-10-05,/courses,3,1,16.666666666666664,158
2019-10-05,/courses,8,1,25,35
2019-10-05,/digital-careers,4,2,50,26.5
2019-10-05,/courses,1,1,16.666666666666664,935
2019-10-05,/about,4,4,50,109.6
2019-10-05,/courses,3,5,50,39.2
2019-10-05,//da-announcement,2,1,100,0
2019-10-05,/blog,1,1,33.33333333333333,67
2019-10-05,/blog,2,1,25,543
2019-10-05,/blog,4,1,100,0
2019-10-05,/courses,6,1,33.33333333333333,63
2019-10-05,/events,1,2,33.33333333333333,49
2019-10-05,//da-announcement,1,1,33.33333333333333,46
2019-10-05,/courses,2,1,16.666666666666664,170
2019-10-05,/blog,2,1,100,0
2019-10-05,/courses,3,4,100,0
2019-10-05,/blog,1,2,100,0
2019-10-05,//da-announcement,1,1,20,91
2019-10-05,/blog,3,1,100,0
2019-10-05,/glasgow,1,2,33.33333333333333,248
2019-10-05,/courses,2,3,33.33333333333333,191.33333333333334
2019-10-05,/admissions-track,3,1,50,12
2019-10-05,//da-announcement,4,50,100,0
2019-10-06,/courses,1,3,100,0
2019-10-06,/courses,19,1,20,382
2019-10-06,/courses,2,1,33.33333333333333,44
2019-10-06,/blog,3,1,50,159
2019-10-06,/events,5,1,14.285714285714285,109
2019-10-06,/blog,1,1,100,0
2019-10-06,/courses,8,1,7.6923076923076925,511
2019-10-06,/blog,1,2,100,0
2019-10-06,/courses,5,2,25,111
2019-10-06,/admissions-track,1,8,100,0
2019-10-06,/about,3,1,33.33333333333333,64
2019-10-06,/blog,1,1,100,0
2019-10-06,/courses,5,2,100,0
2019-10-06,/courses,1,1,10,181
2019-10-06,/courses,16,1,14.285714285714285,84
2019-10-06,/events,2,1,100,0
2019-10-06,/courses,3,7,50,14.285714285714286
2019-10-06,/courses,5,1,50,48
2019-10-06,/courses,1,1,33.33333333333333,36
2019-10-06,/courses,1,1,33.33333333333333,69
2019-10-06,/courses,2,1,100,0
2019-10-06,/courses,3,1,16.666666666666664,168
2019-10-06,/digital-careers,1,1,25,66
2019-10-06,/courses,10,1,100,0
2019-10-06,/about,1,2,25,417.5
2019-10-06,/courses,1,1,50,40
2019-10-06,/courses,1,3,33.33333333333333,190.66666666666666
2019-10-06,/black-friday-lottery,2,1,25,165.5
2019-10-06,/courses,1,1,20,606
2019-10-06,/courses,3,1,100,0
2019-10-06,/blog,1,1,33.33333333333333,480
2019-10-06,/courses,16,6,100,0
2019-10-06,/courses,1,1,50,317
2019-10-06,/blog,1,1,100,0
2019-10-06,/courses,1,5,33.33333333333333,108.4
2019-10-06,/courses,6,1,25,696
2019-10-06,//da-announcement,1,1,100,0
2019-10-06,/courses,2,8,100,0
2019-10-06,/about,1,2,25,116.5
2019-10-06,/edinburgh,1,2,100,0
2019-10-06,//da-announcement,7,1,14.285714285714285,205
2019-10-06,/events,1,1,11.11111111111111,914
2019-10-06,/courses,1,6,50,109.375
2019-10-06,/about,1,5,100,0
2019-10-06,/events,20,3,50,13.5
2019-10-06,/courses,3,1,50,248
2019-10-06,/blog,2,1,100,0
2019-10-06,/courses,4,4,33.33333333333333,211
2019-10-06,/courses,7,1,50,15
2019-10-06,//da-announcement,2,1,6.25,957
2019-10-06,/blog,3,1,50,139
2019-10-06,/for-employers,4,1,50,2
2019-10-06,/courses,1,4,33.33333333333333,189.5
2019-10-06,/courses,2,3,20,55
2019-10-06,/admissions-track,1,1,33.33333333333333,44
2019-10-06,/blog,10,4,100,0
2019-10-06,/courses,10,1,100,0
2019-10-06,//da-announcement,14,1,16.666666666666664,1081
2019-10-06,/admissions-track,2,1,33.33333333333333,318
2019-10-06,/courses,6,1,50,12
2019-10-06,/for-employers,7,1,33.33333333333333,36
2019-10-06,/courses,8,3,33.33333333333333,153
2019-10-06,/pre-course-work,1,1,20,2439
2019-10-06,/courses,4,1,20,80
2019-10-06,/courses,4,1,50,1020
2019-10-06,/blog,2,1,6.25,276
2019-10-06,/about,4,1,100,0
2019-10-06,/courses,1,2,12.5,982.6666666666666
2019-10-06,/digital-careers,17,1,100,0
2019-10-06,/events,2,4,50,321.25
2019-10-06,/events,3,1,7.142857142857142,1268
2019-10-06,//da-announcement,4,1,100,0
2019-10-06,/courses,5,1,16.666666666666664,187
2019-10-06,/courses,1,1,25,188
2019-10-06,/courses,15,1,33.33333333333333,252
2019-10-06,/pre-course-work,1,2,50,549.5
2019-10-06,/events,15,1,12.5,242
2019-10-06,/courses,3,2,33.33333333333333,124.5
2019-10-06,//da-announcement,1,1,16.666666666666664,365
2019-10-06,/courses,14,1,100,0
2019-10-06,/courses,3,6,100,0
2019-10-06,/courses,1,1,20,114
2019-10-06,/courses,11,1,50,47
2019-10-06,/courses,2,1,33.33333333333333,36
2019-10-06,/blog,3,1,33.33333333333333,159
2019-10-06,/courses,7,1,100,0
2019-10-06,/courses,1,1,33.33333333333333,64
2019-10-06,/courses,1,1,33.33333333333333,53
2019-10-06,/about,1,4,100,0
2019-10-06,/pre-course-work,2,1,50,46
2019-10-06,/store,1,1,100,0
2019-10-06,/digital-careers,1,1,14.285714285714285,554
2019-10-06,/courses,1,1,7.6923076923076925,931
2019-10-06,/courses,1,1,100,0
2019-10-06,/courses,5,3,12.5,257
2019-10-06,//da-announcement,1,1,100,0
2019-10-06,/edinburgh,1,2,100,0
2019-10-06,/courses,1,1,11.11111111111111,317
2019-10-06,/courses,1,4,100,0
2019-10-06,/for-employers,4,3,100,0
2019-10-06,/for-employers,1,1,33.33333333333333,95
2019-10-06,/admissions-track,1,1,50,10
2019-10-06,/courses,1,2,50,50.5
2019-10-06,//da-announcement,1,2,16.666666666666664,598.5
2019-10-06,/courses,3,2,16.666666666666664,79
2019-10-06,/courses,2,2,100,0
2019-10-06,/for-employers,3,1,100,0
2019-10-06,/courses,9,1,100,0
2019-10-06,/blog,4,1,100,0
2019-10-06,/about,1,1,20,128
2019-10-06,/courses,3,1,100,0
2019-10-06,/courses,4,1,16.666666666666664,1258
2019-10-06,/glasgow,1,1,33.33333333333333,43
2019-10-06,/courses,2,14,100,0
2019-10-06,/events,1,1,50,27
2019-10-06,/blog,1,1,50,15
2019-10-06,/courses,4,1,100,0
2019-10-06,/courses,3,1,20,173
2019-10-06,/blog,1,1,100,0
2019-10-06,/about,5,1,50,18
2019-10-06,/glasgow,1,1,16.666666666666664,663
2019-10-06,//da-announcement,2,7,50,120
2019-10-06,/about,2,1,50,78
2019-10-06,/pre-course-work,1,3,100,0
2019-10-06,/courses,3,2,33.33333333333333,84.5
2019-10-06,/courses,4,2,100,0
2019-10-06,//da-announcement,5,1,20,269
2019-10-06,//da-announcement,12,1,100,0
2019-10-06,//da-announcement,5,1,100,0
2019-10-06,//da-announcement,3,2,50,6.5
2019-10-06,/courses,7,1,100,0
2019-10-06,/about,1,1,25,92
2019-10-06,/courses,3,3,33.33333333333333,98
2019-10-06,/courses,1,1,25,166
2019-10-06,/courses,2,2,100,0
2019-10-06,/courses,1,1,100,0
2019-10-06,/events,3,2,33.33333333333333,56.5
2019-10-06,/events,4,1,50,9
2019-10-06,/courses,5,1,25,86
2019-10-07,/blog,11,1,100,0
2019-10-07,/store,13,1,25,203
2019-10-07,/courses,2,1,16.666666666666664,1716
2019-10-07,/courses,3,1,20,120
2019-10-07,/courses,5,1,8.333333333333332,546
2019-10-07,/courses,6,1,33.33333333333333,18
2019-10-07,/digital-careers,9,1,100,0
2019-10-07,/digital-careers,6,1,100,0
2019-10-07,/admissions-track,1,8,50,12.2
2019-10-07,/for-employers,1,1,20,194
2019-10-07,/blog,4,1,14.285714285714285,129
2019-10-07,/blog,6,3,50,415.6666666666667
2019-10-07,/admissions-track,8,1,25,328
2019-10-07,/courses,1,9,100,0
2019-10-07,/blog,2,1,100,0
2019-10-07,//da-announcement,3,1,100,0
2019-10-07,/about,2,3,100,0
2019-10-07,/courses,7,7,100,0
2019-10-07,/courses,2,8,100,0
2019-10-07,/about,1,4,50,21.5
2019-10-07,/courses,13,1,100,0
2019-10-07,/courses,2,2,20,474
2019-10-07,/blog,1,1,25,43
2019-10-07,/admissions-track,2,1,33.33333333333333,1264
2019-10-07,/glasgow,4,7,100,0
2019-10-07,/events,9,3,50,126
2019-10-07,/blog,12,2,100,0
2019-10-07,/courses,7,1,33.33333333333333,257
2019-10-07,/edinburgh,1,1,33.33333333333333,113
2019-10-07,/events,2,3,50,112.33333333333333
2019-10-07,/courses,1,1,33.33333333333333,34
2019-10-07,/for-employers,2,1,14.285714285714285,208
2019-10-07,/blog,3,1,50,1002
2019-10-07,/blog,5,2,100,0
2019-10-07,/edinburgh,1,2,50,43
2019-10-07,/courses,1,5,50,113
2019-10-07,/courses,1,3,33.33333333333333,304
2019-10-07,/courses,1,1,25,162
2019-10-07,/courses,2,2,25,60.5
2019-10-07,/courses,1,1,100,0
2019-10-07,/courses,15,1,20,44
2019-10-07,/courses,1,1,33.33333333333333,37
2019-10-07,/courses,2,1,100,0
2019-10-07,/courses,1,1,50,34
2019-10-07,/blog,1,2,100,0
2019-10-07,/courses,30,1,33.33333333333333,92
2019-10-07,/courses,3,2,25,67
2019-10-07,/for-employers,1,1,100,0
2019-10-07,/courses,1,1,10,468
2019-10-07,/courses,3,1,20,257
2019-10-07,//da-announcement,2,1,100,0
2019-10-07,/black-friday-lottery,14,12,100,0
2019-10-07,/blog,2,1,100,0
2019-10-07,/courses,11,1,33.33333333333333,35
2019-10-07,/blog,16,1,100,0
2019-10-07,/blog,15,1,50,94
2019-10-07,/courses,1,2,50,23.5
2019-10-07,/blog,4,4,100,0
2019-10-07,/about,1,3,50,4
2019-10-07,//da-announcement,2,3,25,123
2019-10-07,/courses,3,1,50,8
2019-10-07,//da-announcement,4,1,100,0
2019-10-07,/for-employers,5,1,16.666666666666664,676
2019-10-07,/blog,7,2,100,0
2019-10-07,/courses,8,1,100,0
2019-10-07,/about,2,1,25,145
2019-10-07,/glasgow,1,1,33.33333333333333,23
2019-10-07,/events,1,1,33.33333333333333,25
2019-10-07,/blog,18,1,100,0
2019-10-07,//da-announcement,2,1,100,0
2019-10-07,/about,5,1,100,0
2019-10-07,/events,6,1,50,124
2019-10-07,/courses,7,1,33.33333333333333,79
2019-10-07,/about,1,4,50,19.75
2019-10-07,/events,2,1,33.33333333333333,49
2019-10-07,/courses,1,3,50,45
2019-10-07,/courses,2,2,100,0
2019-10-07,/blog,3,1,25,1144
2019-10-07,/laptop-competition,4,18,100,0
2019-10-07,/blog,5,2,100,0
2019-10-07,/courses,8,1,33.33333333333333,20
2019-10-07,/courses,9,1,50,80
2019-10-07,/courses,2,1,20,201
2019-10-07,/courses,3,1,100,0
2019-10-07,/glasgow,9,3,100,0
2019-10-07,/for-employers,7,1,16.666666666666664,499
2019-10-07,//da-announcement,1,1,16.666666666666664,657
2019-10-07,/courses,2,8,100,0
2019-10-07,/about,3,1,100,0
2019-10-07,/about,8,2,50,481
2019-10-07,/blog,1,1,12.5,1184
2019-10-07,/courses,2,6,100,0
2019-10-07,/courses,9,1,100,0
2019-10-07,/courses,1,5,50,7.2
2019-10-07,/about,10,3,33.33333333333333,75.66666666666667
2019-10-07,/courses,14,1,5,1439
2019-10-07,//da-announcement,2,1,20,52
2019-10-07,/events,3,4,50,27
2019-10-07,/blog,4,2,100,0
2019-10-07,/blog,5,2,100,0
2019-10-07,//da-announcement,7,1,16.666666666666664,1475
2019-10-07,/courses,8,1,100,0
2019-10-07,/courses,9,1,33.33333333333333,22
2019-10-07,/events,1,1,25,178
2019-10-07,/about,2,1,10,427
2019-10-07,/blog,4,1,25,64
2019-10-07,/blog,6,1,14.285714285714285,154
2019-10-07,/courses,2,2,100,0
2019-10-07,/blog,5,1,100,0
2019-10-07,//da-announcement,9,2,33.33333333333333,34
2019-10-07,/black-friday-lottery,1,7,100,0
2019-10-07,/blog,2,1,33.33333333333333,62
2019-10-07,/glasgow,1,1,6.666666666666667,640
2019-10-07,/courses,18,1,33.33333333333333,103
2019-10-07,/blog,2,1,100,0
2019-10-07,/about,3,1,33.33333333333333,152
2019-10-07,/blog,4,1,100,0
